0.0 0 -1.1 -1.1 1.8 -1.1
0.06000012474441617 1 -1.0 -1.0 1.8 -1.0
0.3300068376108527 2 -0.3 -0.3 1.7 -0.3
0.5701567745944622 3 -0.1 -0.1 1.7 -0.1
0.8399650287050378 4 -0.0 -0.0 1.6 -0.0
1.0650598174499137 5 -0.0 -0.0 1.5 -0.0
1.304727485601287 6 -0.2 -0.2 1.4 -0.2
1.5091555445958251 7 -0.4 -0.4 1.4 -0.4
1.7488136444791351 8 -0.4 -0.4 1.3 -0.4
1.9347533352400128 9 -0.5 -0.5 1.3 -0.5
2.204613795484738 10 -0.5 -0.5 1.3 -0.5
2.39291181753236 11 -0.5 -0.5 1.4 -0.5
2.5728968349044985 12 -0.3 -0.3 1.4 -0.3
2.8169981729911937 13 -0.4 -0.4 1.4 -0.4
3.0310952527735506 14 -0.8 -0.8 1.4 -0.8
3.30164167896769 15 -1.1 -1.1 1.5 -1.1
3.5411788851399777 16 -1.5 -1.5 1.6 -1.5
3.7208577758364134 17 -1.8 -1.8 1.7 -1.8
3.9203143723503624 18 -2.1 -2.1 1.7 -2.1
4.12991926070931 19 -2.3 -2.3 1.8 -2.3
4.314531266309592 20 -2.3 -2.3 1.8 -2.3
4.524297672471594 21 -2.4 -2.4 1.9 -2.4
4.733141671529983 22 -2.4 -2.4 2.0 -2.4
4.939928599346424 23 -2.5 -2.5 2.0 -2.5
5.160733263313953 24 -2.6 -2.6 2.1 -2.6
5.300192939735618 25 -2.6 -2.6 2.1 -2.6
5.550795876922653 26 -2.8 -2.8 2.1 -2.8
5.748934028456433 27 -2.8 -2.8 2.1 -2.8
6.001652723221077 28 -2.7 -2.7 2.2 -2.7
6.1728682677924365 29 -2.7 -2.7 2.2 -2.7
6.4127058421414915 30 -2.7 -2.7 2.2 -2.7
6.57097338206507 31 -2.8 -2.8 2.3 -2.8
6.780961305533107 32 -2.7 -2.7 2.3 -2.7
7.050951663084978 34 -2.8 -2.8 2.3 -2.8
